review_id,star_rating,contents,photo_count,photos,status,registered_at,updated_at,meta,park_name,place_id
3176853,5,,0,,S,2021-03-01 17:31:34,2021-03-01 17:31:34,"{'owner': {'map_user_id': '1499846246', 'nickname': '전재원', 'profile_image_url': '', 'timeline_level': {'badge': '01', 'now_level': 2}, 'review_count': 4, 'follower_count': 0, 'average_score': 5.0, 'profile_status': 'S', 'is_following': False}, 'is_liked_by_me': False, 'is_owner_me': False, 'like_count': 0, 'like_user_profile_image_list': [], 'is_place_owner_pick': False, 'place': {'confirm_id': '18629796', 'place_name': '햇님어린이공원'}}",햇님어린이공원,18629796
3176848,5,,0,,S,2021-03-01 17:31:01,2021-03-01 17:31:01,"{'owner': {'map_user_id': '1644211502', 'nickname': '신정은', 'profile_image_url': '', 'timeline_level': {'badge': '01', 'now_level': 5}, 'review_count': 4, 'follower_count': 0, 'average_score': 5.0, 'profile_status': 'S', 'is_following': False}, 'is_liked_by_me': False, 'is_owner_me': False, 'like_count': 1, 'like_user_profile_image_list': [''], 'is_place_owner_pick': False, 'place': {'confirm_id': '18629796', 'place_name': '햇님어린이공원'}}",햇님어린이공원,18629796
15122910,5,,0,,S,2026-03-27 10:04:13,2026-03-27 10:04:13,"{'owner': {'map_user_id': '1512018211', 'nickname': '렘옴', 'profile_image_url': 'http://t1.daumcdn.net/local/kakaomapPhoto/profile/324bc23c3fd02b9a4b29d266757dd26d6440c6f0?original', 'timeline_level': {'badge': '02', 'now_level': 29}, 'review_count': 535, 'follower_count': 16, 'average_score': 4.2, 'profile_status': 'S', 'is_following': False}, 'is_liked_by_me': False, 'is_owner_me': False, 'like_count': 0, 'like_user_profile_image_list': [], 'is_place_owner_pick': False, 'place': {'confirm_id': '7871952', 'place_name': '면목어린이공원'}}",면목어린이공원,7871952
12948598,5,,0,,S,2025-06-08 10:23:54,2025-06-08 10:23:54,"{'owner': {'map_user_id': '294195253', 'nickname': '미안하고 고맙고', 'profile_image_url': 'http://t1.daumcdn.net/local/kakaomapPhoto/profile/64da2b32ba48ea9eb246d0fedb0dbe86e0df70d7?original', 'timeline_level': {'badge': '02', 'now_level': 26}, 'review_count': 112, 'follower_count': 9, 'average_score': 2.2, 'profile_status': 'S', 'is_following': False}, 'is_liked_by_me': False, 'is_owner_me': False, 'like_count': 0, 'like_user_profile_image_list': [], 'is_place_owner_pick': False, 'place': {'confirm_id': '7871952', 'place_name': '면목어린이공원'}}",면목어린이공원,7871952
15122909,5,,0,,S,2026-03-27 10:04:03,2026-03-27 10:04:03,"{'owner': {'map_user_id': '1512018211', 'nickname': '렘옴', 'profile_image_url': 'http://t1.daumcdn.net/local/kakaomapPhoto/profile/324bc23c3fd02b9a4b29d266757dd26d6440c6f0?original', 'timeline_level': {'badge': '02', 'now_level': 29}, 'review_count': 535, 'follower_count': 16, 'average_score': 4.2, 'profile_status': 'S', 'is_following': False}, 'is_liked_by_me': False, 'is_owner_me': False, 'like_count': 0, 'like_user_profile_image_list': [], 'is_place_owner_pick': False, 'place': {'confirm_id': '8089005', 'place_name': '양지어린이공원'}}",양지어린이공원,8089005
12120525,5,,0,,S,2025-02-13 18:17:05,2025-05-20 10:58:54,"{'owner': {'map_user_id': '1092458318', 'nickname': '배은선', 'profile_image_url': 'http://th-p.talk.kakao.co.kr/th/talkp/wkWkg4bYhW/kXyO2T1fzbHxak9dOqz2c0/sgwyqn.jpg', 'timeline_level': {'badge': '01', 'now_level': 3}, 'review_count': 7, 'follower_count': 1, 'average_score': 5.0, 'profile_status': 'S', 'is_following': False}, 'is_liked_by_me': False, 'is_owner_me': False, 'like_count': 0, 'like_user_profile_image_list': [], 'is_place_owner_pick': False, 'place': {'confirm_id': '8170192', 'place_name': '겸재어린이공원'}}",겸재어린이공원,8170192
2948139,2,관리좀 합시다. 무슨 공원이란데가 맨날 노숙자들 집합소에 술먹는 노인네에 하루가 멀다하고 싸움나고 경찰오고 구청 관계자분들 유지관리좀 신경씁시다.,0,,S,2021-01-15 16:12:02,2021-01-15 16:12:02,"{'owner': {'map_user_id': '1384829236', 'nickname': '해다민럽', 'profile_image_url': 'https://chat.kakaocdn.net/profile_resource/5618060927554fe1bc6f4de714312fa2891bcb1d76cd4a3ab4988bac397365a1/f.jpg?type=thumb&opt=U640x640', 'timeline_level': {'badge': '02', 'now_level': 14}, 'review_count': 17, 'follower_count': 1, 'average_score': 3.4, 'profile_status': 'S', 'is_following': False}, 'is_liked_by_me': False, 'is_owner_me': False, 'like_count': 3, 'like_user_profile_image_list': ['http://k.kakaocdn.net/dn/JzfcT/btsLWRvVCKJ/RYoSqqhzg0p1SF6YVKTgE1/img_640x640.jpg', 'http://th-p.talk.kakao.co.kr/th/talkp/wkPjJZLfpe/xRMIAgkRLKZbKcgy07oHKk/i8aqri.jpg', 'https://chat.kakaocdn.net/profile_resource/5618060927554fe1bc6f4de714312fa2891bcb1d76cd4a3ab4988bac397365a1/f.jpg?type=thumb&opt=U640x640'], 'is_place_owner_pick': False, 'place': {'confirm_id': '8458697', 'place_name': '오거리어린이공원'}}",오거리어린이공원,8458697
11605956,5,,0,,S,2024-12-12 18:01:05,2024-12-12 18:01:05,"{'owner': {'map_user_id': '2136387393', 'nickname': '박엄석', 'profile_image_url': 'http://k.kakaocdn.net/dn/TF9So/btrtXrpbQZE/ZbmRYK29DgG1o0upQk4ts0/img_640x640.jpg', 'timeline_level': {'badge': '01', 'now_level': 2}, 'review_count': 2, 'follower_count': 0, 'average_score': 5.0, 'profile_status': 'S', 'is_following': False}, 'is_liked_by_me': False, 'is_owner_me': False, 'like_count': 0, 'like_user_profile_image_list': [], 'is_place_owner_pick': False, 'place': {'confirm_id': '8458697', 'place_name': '오거리어린이공원'}}",오거리어린이공원,8458697
12948591,5,ㆍ,0,,S,2025-06-08 10:22:49,2025-06-08 10:22:49,"{'owner': {'map_user_id': '294195253', 'nickname': '미안하고 고맙고', 'profile_image_url': 'http://t1.daumcdn.net/local/kakaomapPhoto/profile/64da2b32ba48ea9eb246d0fedb0dbe86e0df70d7?original', 'timeline_level': {'badge': '02', 'now_level': 26}, 'review_count': 112, 'follower_count': 9, 'average_score': 2.2, 'profile_status': 'S', 'is_following': False}, 'is_liked_by_me': False, 'is_owner_me': False, 'like_count': 0, 'like_user_profile_image_list': [], 'is_place_owner_pick': False, 'place': {'confirm_id': '15297145', 'place_name': '열매어린이공원'}}",열매어린이공원,15297145
10827873,5,,0,,S,2024-08-21 09:14:48,2024-08-21 09:14:48,"{'owner': {'map_user_id': '260106478', 'nickname': '김원각', 'profile_image_url': 'http://th-p.talk.kakao.co.kr/th/talkp/wkEZ8oqfm4/TeZ7Wk4wVXBBLlZinICfoK/pgpsx1.jpg', 'timeline_level': {'badge': '01', 'now_level': 5}, 'review_count': 8, 'follower_count': 0, 'average_score': 4.1, 'profile_status': 'S', 'is_following': False}, 'is_liked_by_me': False, 'is_owner_me': False, 'like_count': 0, 'like_user_profile_image_list': [], 'is_place_owner_pick': False, 'place': {'confirm_id': '7920026', 'place_name': '사랑어린이공원'}}",사랑어린이공원,7920026
7263521,5,,3,"[{'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/e879dc2d9815aa63d196f6427c8838e97ad0b49a?original', 'photo_id': 3046993, 'media_type': 'PHOTO', 'status': 'S', 'ui_type': 'PROFILE', 'review_id': 7263521, 'updated_at': '2023-05-17 23:18:44', 'meta': {'owner': {'map_user_id': '1257692061', 'nickname': '강민부', 'image_url': 'https://p.kakaocdn.net/th/talkp/wnGt6aFX4W/cT2d6594KaXvo0SK1uCsDk/knjhwn_640x640_s.jpg', 'timeline_level': {'badge': '01', 'now_level': 10, 'show_other': True}, 'review_count': 6, 'follower_count': 2, 'profile_links': [], 'average_score': 4.7, 'profile_status': 'S'}, 'is_liked_by_me': False, 'view_count': 11, 'like_count': 1, 'near': True, 'place': {'confirm_id': '18213197', 'place_name': '남촌어린이공원'}}}, {'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/164cc88b28ecd99fc17e3ec6f9a218d055d29f1d?original', 'photo_id': 3046994, 'media_type': 'PHOTO', 'status': 'S', 'ui_type': 'PROFILE', 'review_id': 7263521, 'updated_at': '2023-05-17 23:18:44', 'meta': {'owner': {'map_user_id': '1257692061', 'nickname': '강민부', 'image_url': 'https://p.kakaocdn.net/th/talkp/wnGt6aFX4W/cT2d6594KaXvo0SK1uCsDk/knjhwn_640x640_s.jpg', 'timeline_level': {'badge': '01', 'now_level': 10, 'show_other': True}, 'review_count': 6, 'follower_count': 2, 'profile_links': [], 'average_score': 4.7, 'profile_status': 'S'}, 'is_liked_by_me': False, 'view_count': 11, 'like_count': 1, 'near': True, 'place': {'confirm_id': '18213197', 'place_name': '남촌어린이공원'}}}, {'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/0480f761a3545fec7082c064dcb221e40bcf7fa4?original', 'photo_id': 3046995, 'media_type': 'PHOTO', 'status': 'S', 'ui_type': 'PROFILE', 'review_id': 7263521, 'updated_at': '2023-05-17 23:18:44', 'meta': {'owner': {'map_user_id': '1257692061', 'nickname': '강민부', 'image_url': 'https://p.kakaocdn.net/th/talkp/wnGt6aFX4W/cT2d6594KaXvo0SK1uCsDk/knjhwn_640x640_s.jpg', 'timeline_level': {'badge': '01', 'now_level': 10, 'show_other': True}, 'review_count': 6, 'follower_count': 2, 'profile_links': [], 'average_score': 4.7, 'profile_status': 'S'}, 'is_liked_by_me': False, 'view_count': 10, 'like_count': 0, 'near': True, 'place': {'confirm_id': '18213197', 'place_name': '남촌어린이공원'}}}]",S,2023-03-31 02:59:10,2023-05-17 23:18:44,"{'owner': {'map_user_id': '1257692061', 'nickname': '강민부', 'profile_image_url': 'https://p.kakaocdn.net/th/talkp/wnGt6aFX4W/cT2d6594KaXvo0SK1uCsDk/knjhwn_640x640_s.jpg', 'timeline_level': {'badge': '01', 'now_level': 10}, 'review_count': 6, 'follower_count': 2, 'average_score': 4.7, 'profile_status': 'S', 'is_following': False}, 'is_liked_by_me': False, 'is_owner_me': False, 'like_count': 1, 'like_user_profile_image_list': ['https://p.kakaocdn.net/th/talkp/wnGt6aFX4W/cT2d6594KaXvo0SK1uCsDk/knjhwn_640x640_s.jpg'], 'is_place_owner_pick': False, 'place': {'confirm_id': '18213197', 'place_name': '남촌어린이공원'}}",남촌어린이공원,18213197
7099840,5,,0,,S,2023-03-01 19:05:51,2023-03-01 19:05:51,"{'owner': {'map_user_id': '384345750', 'nickname': 'yh', 'profile_image_url': 'http://th-p.talk.kakao.co.kr/th/talkp/wk8jA4t5vw/6XLx5tqgjCDoaqqPbKaql0/10i0zx.jpg', 'timeline_level': {'badge': '02', 'now_level': 17}, 'review_count': 149, 'follower_count': 12, 'average_score': 4.6, 'profile_status': 'S', 'is_following': False}, 'is_liked_by_me': False, 'is_owner_me': False, 'like_count': 0, 'like_user_profile_image_list': [], 'is_place_owner_pick': False, 'place': {'confirm_id': '710469204', 'place_name': '햇살어린이공원'}}",햇살어린이공원,710469204
12623642,5,정자 천장에 숨겨둔 내 모기향 훔쳐가지 마세요..,1,"[{'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/cc8d510c0154194218d36ff3c5f1a1aa020db70f?original', 'photo_id': 6284128, 'media_type': 'PHOTO', 'status': 'S', 'ui_type': 'PROFILE', 'review_id': 12623642, 'updated_at': '2025-04-26 03:12:45', 'meta': {'owner': {'map_user_id': '2387315692', 'nickname': '김교수', 'image_url': 'http://t1.daumcdn.net/local/kakaomapPhoto/profile/bf9bf5de71367760dbc1edd6acd833ae3de6d93c?original', 'timeline_level': {'badge': '01', 'now_level': 4, 'show_other': True}, 'review_count': 2, 'follower_count': 0, 'profile_links': [], 'average_score': 5.0, 'profile_status': 'S'}, 'is_liked_by_me': False, 'view_count': 67, 'like_count': 0, 'near': True, 'place': {'confirm_id': '25074238', 'place_name': '까치어린이공원'}}}]",S,2025-04-26 03:12:45,2025-04-26 03:12:45,"{'owner': {'map_user_id': '2387315692', 'nickname': '김교수', 'profile_image_url': 'http://t1.daumcdn.net/local/kakaomapPhoto/profile/bf9bf5de71367760dbc1edd6acd833ae3de6d93c?original', 'timeline_level': {'badge': '01', 'now_level': 4}, 'review_count': 2, 'follower_count': 0, 'average_score': 5.0, 'profile_status': 'S', 'is_following': False}, 'is_liked_by_me': False, 'is_owner_me': False, 'like_count': 0, 'like_user_profile_image_list': [], 'is_place_owner_pick': False, 'place': {'confirm_id': '25074238', 'place_name': '까치어린이공원'}}",까치어린이공원,25074238
15182107,5,❤️,0,,S,2026-04-04 06:10:26,2026-04-04 06:10:26,"{'owner': {'map_user_id': '1038788296', 'nickname': '미식쿠', 'profile_image_url': 'http://t1.daumcdn.net/local/kakaomapPhoto/profile/0e5772a18b7feb6c3c619b443293147c60391dcb?original', 'timeline_level': {'badge': '03', 'now_level': 36}, 'review_count': 290, 'follower_count': 42, 'average_score': 3.3, 'profile_status': 'S', 'is_following': False}, 'is_liked_by_me': False, 'is_owner_me': False, 'like_count': 0, 'like_user_profile_image_list': [], 'is_place_owner_pick': False, 'place': {'confirm_id': '25074238', 'place_name': '까치어린이공원'}}",까치어린이공원,25074238
9785798,5,아주좋아요 ,0,,S,2024-03-24 13:59:46,2024-03-24 13:59:46,"{'owner': {'map_user_id': '2719716244', 'nickname': '칼10세', 'profile_image_url': 'http://k.kakaocdn.net/dn/pJYHG/btrGgnPruBQ/UOleK4gqYKHEtz6Omuccxk/img_640x640.jpg', 'timeline_level': {'badge': '01', 'now_level': 2}, 'review_count': 4, 'follower_count': 0, 'average_score': 5.0, 'profile_status': 'S', 'is_following': False}, 'is_liked_by_me': False, 'is_owner_me': False, 'like_count': 0, 'like_user_profile_image_list': [], 'is_place_owner_pick': False, 'place': {'confirm_id': '25074238', 'place_name': '까치어린이공원'}}",까치어린이공원,25074238
9368950,5,"옛날생각 나네요...
형한테 일 구했다고 뻥치고 새벽 내내 여기서 있었었는데.. ㅎㅎ
그 형 잘 살고 있으려나",0,,S,2024-01-20 04:28:13,2024-01-20 04:28:13,"{'owner': {'map_user_id': '722843342', 'nickname': '잘 봤구요 제 점수는요', 'profile_image_url': 'http://t1.daumcdn.net/local/kakaomapPhoto/profile/989089c4a6a01409e378110aa4a0ff2af1034715?original', 'timeline_level': {'badge': '04', 'now_level': 66}, 'review_count': 816, 'follower_count': 63, 'average_score': 4.2, 'profile_status': 'S', 'is_following': False}, 'is_liked_by_me': False, 'is_owner_me': False, 'like_count': 2, 'like_user_profile_image_list': ['https://chat.kakaocdn.net/profile_resource/5da572d42d004754923592d9293904d4450e16face1746fcacd7a549ce07a246/f.jpg?type=thumb&opt=U640x640', 'http://th-p.talk.kakao.co.kr/th/talkp/wlVFbWEBO8/Mo2WHCwgo2YSTksBVn2xR0/v9ml07_640x640_s.jpg'], 'is_place_owner_pick': False, 'place': {'confirm_id': '25074238', 'place_name': '까치어린이공원'}}",까치어린이공원,25074238
7967951,5,여기 의자에 자주 누워있는데 뷰 좋아요,0,,S,2023-06-29 09:44:03,2023-06-29 09:48:51,"{'owner': {'map_user_id': '1501741738', 'nickname': '배고파 미쳐버림', 'profile_image_url': 'http://th-p.talk.kakao.co.kr/th/talkp/wlVFbWEBO8/Mo2WHCwgo2YSTksBVn2xR0/v9ml07_640x640_s.jpg', 'timeline_level': {'badge': '03', 'now_level': 34}, 'review_count': 184, 'follower_count': 11, 'average_score': 4.1, 'profile_status': 'S', 'is_following': False}, 'is_liked_by_me': False, 'is_owner_me': False, 'like_count': 0, 'like_user_profile_image_list': [], 'is_place_owner_pick': False, 'place': {'confirm_id': '25074238', 'place_name': '까치어린이공원'}}",까치어린이공원,25074238
7547355,3,,0,,S,2023-05-05 18:58:28,2023-05-05 18:58:28,"{'owner': {'map_user_id': '773407943', 'nickname': '키윽', 'profile_image_url': 'http://t1.daumcdn.net/local/kakaomapPhoto/profile/8dc5280ef2a5c5e2bb1284d58189e14c630cba0a?original', 'timeline_level': {'badge': '02', 'now_level': 29}, 'review_count': 620, 'follower_count': 38, 'average_score': 3.2, 'profile_status': 'S', 'is_following': False}, 'is_liked_by_me': False, 'is_owner_me': False, 'like_count': 0, 'like_user_profile_image_list': [], 'is_place_owner_pick': False, 'place': {'confirm_id': '25074238', 'place_name': '까치어린이공원'}}",까치어린이공원,25074238
3524151,5,,0,,S,2021-04-29 13:11:04,2021-04-29 13:11:04,"{'owner': {'map_user_id': '1714125407', 'nickname': 'ㅎㅇ', 'timeline_level': {'badge': '01', 'now_level': 5}, 'review_count': 1, 'follower_count': 0, 'average_score': 5.0, 'profile_status': 'S', 'is_following': False}, 'is_liked_by_me': False, 'is_owner_me': False, 'like_count': 0, 'like_user_profile_image_list': [], 'is_place_owner_pick': False, 'place': {'confirm_id': '25074238', 'place_name': '까치어린이공원'}}",까치어린이공원,25074238
15260296,5,104 * 67 m 인조잔디 상태 A++ 바닥 충전재 많아서 잔뽕 축구화는 잘 넘어짐. 잔디 누운 상태라 공이 잘 굴러감. 경치 최고. 인공 폭포는 5~9월 가동,3,"[{'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/ba7bbe2e1c6b107493acfc898706d4eb9e6998a4?original', 'photo_id': 8486492, 'media_type': 'PHOTO', 'status': 'S', 'ui_type': 'PROFILE', 'duration': 0, 'review_id': 15260296, 'updated_at': '2026-04-14 13:01:07', 'meta': {'owner': {'map_user_id': '780103021', 'nickname': '가을남자', 'image_url': 'http://t1.daumcdn.net/local/kakaomapPhoto/profile/d70141f5856db3ce613f5d30528a5226a449c21b?original', 'timeline_level': {'badge': '05', 'now_level': 92, 'show_other': True}, 'review_count': 873, 'follower_count': 311, 'profile_links': [], 'average_score': 4.6, 'profile_status': 'S'}, 'is_liked_by_me': False, 'view_count': 3, 'like_count': 0, 'near': True, 'place': {'confirm_id': '10625168', 'place_name': '용마폭포공원'}}}, {'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/806592e0e89779c3ee890063c5c9759658a084b1?original', 'photo_id': 8486493, 'media_type': 'PHOTO', 'status': 'S', 'ui_type': 'PROFILE', 'duration': 0, 'review_id': 15260296, 'updated_at': '2026-04-14 13:01:07', 'meta': {'owner': {'map_user_id': '780103021', 'nickname': '가을남자', 'image_url': 'http://t1.daumcdn.net/local/kakaomapPhoto/profile/d70141f5856db3ce613f5d30528a5226a449c21b?original', 'timeline_level': {'badge': '05', 'now_level': 92, 'show_other': True}, 'review_count': 873, 'follower_count': 311, 'profile_links': [], 'average_score': 4.6, 'profile_status': 'S'}, 'is_liked_by_me': False, 'view_count': 2, 'like_count': 0, 'near': True, 'place': {'confirm_id': '10625168', 'place_name': '용마폭포공원'}}}, {'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/60a50c6386f023ff815421fea6510c8cdb665087?original', 'photo_id': 8486494, 'media_type': 'PHOTO', 'status': 'S', 'ui_type': 'PROFILE', 'duration': 0, 'review_id': 15260296, 'updated_at': '2026-04-14 13:01:07', 'meta': {'owner': {'map_user_id': '780103021', 'nickname': '가을남자', 'image_url': 'http://t1.daumcdn.net/local/kakaomapPhoto/profile/d70141f5856db3ce613f5d30528a5226a449c21b?original', 'timeline_level': {'badge': '05', 'now_level': 92, 'show_other': True}, 'review_count': 873, 'follower_count': 311, 'profile_links': [], 'average_score': 4.6, 'profile_status': 'S'}, 'is_liked_by_me': False, 'view_count': 2, 'like_count': 0, 'near': True, 'place': {'confirm_id': '10625168', 'place_name': '용마폭포공원'}}}]",S,2026-04-14 13:01:07,2026-04-14 13:01:07,"{'owner': {'map_user_id': '780103021', 'nickname': '가을남자', 'profile_image_url': 'http://t1.daumcdn.net/local/kakaomapPhoto/profile/d70141f5856db3ce613f5d30528a5226a449c21b?original', 'timeline_level': {'badge': '05', 'now_level': 92}, 'review_count': 873, 'follower_count': 311, 'average_score': 4.6, 'profile_status': 'S', 'is_following': False}, 'is_liked_by_me': False, 'is_owner_me': False, 'like_count': 0, 'like_user_profile_image_list': [], 'is_place_owner_pick': False, 'place': {'confirm_id': '10625168', 'place_name': '용마폭포공원'}}",용마폭포공원,10625168
